SG_IES,DS_CATEGORIA_ADM,SG_UF_CAMPUS,DS_REGIAO_CAMPUS,NO_MUNICIPIO_CAMPUS,NO_CURSO,DS_GRAU,DS_TURNO,QT_VAGAS_CONCORRENCIA,QT_INSCRICAO,CI,IGC,POP,HIERARQUIA_URBANA,COD_HIERARQUIA_URBANA,GRUPO_HIERARQUIA_URBANA,IA,IA_Q5,NU_NOTACORTE,curso_smoothed
UFU,Pública Federal,MG,Sudeste,Uberlândia,ABI - MATEMÁTICA,Área Básica de Ingresso (ABI),Integral,17,58.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,635.08,644.8766692223095
UFU,Pública Federal,MG,Sudeste,Uberlândia,ABI - TEATRO,Área Básica de Ingresso (ABI),Noturno,10,64.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,636.32,643.9923928785072
UFU,Pública Federal,MG,Sudeste,Uberlândia,ABI - TEATRO,Área Básica de Ingresso (ABI),Integral,12,57.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,660.72,643.9923928785072
UFU,Pública Federal,MG,Sudeste,Uberlândia,QUÍMICA,Licenciatura,Noturno,15,49.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,614.8,604.450563655826
UFU,Pública Federal,MG,Sudeste,Uberlândia,CIÊNCIAS ECONÔMICAS,Bacharelado,Integral,19,161.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,703.96,662.5125856707309
UFU,Pública Federal,MG,Sudeste,Uberlândia,PEDAGOGIA,Licenciatura,Matutino,20,118.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,618.64,606.1804784005626
UFU,Pública Federal,MG,Sudeste,Uberlândia,PEDAGOGIA,Licenciatura,Noturno,20,155.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,610.96,606.1804784005626
UFU,Pública Federal,MG,Sudeste,Uberlândia,DIREITO,Bacharelado,Matutino,19,444.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,742.32,708.4452260678966
UFU,Pública Federal,MG,Sudeste,Uberlândia,DIREITO,Bacharelado,Noturno,19,477.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,734.22,708.4452260678966
UFU,Pública Federal,MG,Sudeste,Uberlândia,CIÊNCIAS CONTÁBEIS,Bacharelado,Noturno,20,209.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,658.52,645.2136391619567
UFU,Pública Federal,MG,Sudeste,Uberlândia,CIÊNCIAS CONTÁBEIS,Bacharelado,Integral,20,80.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,654.42,645.2136391619567
UFU,Pública Federal,MG,Sudeste,Uberlândia,ENGENHARIA CIVIL,Bacharelado,Integral,20,128.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,727.3,671.3643818432049
UFU,Pública Federal,MG,Sudeste,Uberlândia,ENGENHARIA ELÉTRICA,Bacharelado,Integral,9,63.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,738.91,656.1843529344504
UFU,Pública Federal,MG,Sudeste,Uberlândia,ENGENHARIA QUÍMICA,Bacharelado,Integral,22,98.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,726.98,665.7809586392166
UFU,Pública Federal,MG,Sudeste,Uberlândia,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Integral,19,342.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,767.05,694.8344160434496
UFU,Pública Federal,MG,Sudeste,Uberlândia,FÍSICA,Licenciatura,Noturno,30,71.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,601.36,608.4023307273512
UFU,Pública Federal,MG,Sudeste,Uberlândia,ARQUITETURA E URBANISMO,Bacharelado,Integral,17,384.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,730.02,680.6231631191843
UFU,Pública Federal,MG,Sudeste,Uberlândia,LETRAS  - INGLÊS E LITERATURAS DA LÍNGUA INGLESA,Licenciatura,Matutino,12,70.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,649.22,644.459554280017
UFU,Pública Federal,MG,Sudeste,Uberlândia,LETRAS  - INGLÊS E LITERATURAS DA LÍNGUA INGLESA,Licenciatura,Noturno,10,71.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,633.72,644.459554280017
UFU,Pública Federal,MG,Sudeste,Uberlândia,LETRAS - FRANCÊS E LITERATURAS DE LÍNGUA FRANCESA,Licenciatura,Noturno,7,20.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,610.06,643.9022906384486
UFU,Pública Federal,MG,Sudeste,Uberlândia,LETRAS - PORTUGUÊS E LITERATURAS DE LÍNGUA PORTUGUESA,Licenciatura,Matutino,10,36.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,645.1,644.8567289743015
UFU,Pública Federal,MG,Sudeste,Uberlândia,LETRAS - PORTUGUÊS E LITERATURAS DE LÍNGUA PORTUGUESA,Licenciatura,Noturno,10,39.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,620.74,644.8567289743015
UFU,Pública Federal,MG,Sudeste,Uberlândia,FÍSICA DE MATERIAIS,Bacharelado,Integral,20,44.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,589.35,643.0105158184784
UFU,Pública Federal,MG,Sudeste,Uberlândia,ENGENHARIA BIOMÉDICA,Bacharelado,Integral,12,133.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,753.08,650.0576758973751
UFU,Pública Federal,MG,Sudeste,Uberlândia,DESIGN,Bacharelado,Integral,17,222.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,702.52,660.4033811309711
UFU,Pública Federal,MG,Sudeste,Uberlândia,QUÍMICA INDUSTRIAL,Bacharelado,Integral,20,60.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,657.0,638.0557298952236
UFU,Pública Federal,MG,Sudeste,Uberlândia,SISTEMAS DE INFORMAÇÃO,Bacharelado,Noturno,29,391.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,730.0,666.5640524812374
UFU,Pública Federal,MG,Sudeste,Uberlândia,RELAÇÕES INTERNACIONAIS,Bacharelado,Integral,19,412.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,732.54,669.4071780911233
UFU,Pública Federal,MG,Sudeste,Uberlândia,JORNALISMO,Bacharelado,Integral,20,244.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,697.52,662.9502884146331
UFU,Pública Federal,MG,Sudeste,Uberlândia,LETRAS - ESPANHOL E LITERATURAS DE LÍNGUA ESPANHOLA,Licenciatura,Matutino,10,29.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,570.24,643.1215063247231
UFU,Pública Federal,MG,Sudeste,Uberlândia,ADMINISTRAÇÃO,Bacharelado,Noturno,19,321.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,676.78,645.2301384306802
UFU,Pública Federal,MG,Sudeste,Uberlândia,ADMINISTRAÇÃO,Bacharelado,Integral,19,155.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,684.9,645.2301384306802
UFU,Pública Federal,MG,Sudeste,Uberlândia,ESTATÍSTICA,Bacharelado,Noturno,15,57.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,642.31,640.1911732778498
UFU,Pública Federal,MG,Sudeste,Uberlândia,GESTÃO DA INFORMAÇÃO,Bacharelado,Integral,19,94.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,672.64,646.5767930103867
UFU,Pública Federal,MG,Sudeste,Uberlândia,FÍSICA MÉDICA,Bacharelado,Integral,20,103.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,712.98,649.2783361171586
UFU,Pública Federal,MG,Sudeste,Uberlândia,SAÚDE COLETIVA,Bacharelado,Vespertino,10,51.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,619.42,640.3207675829652
UFU,Pública Federal,MG,Sudeste,Uberlândia,TRADUÇÃO,Bacharelado,Noturno,10,47.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,651.12,644.4526312030939
UFU,Pública Federal,MG,Sudeste,Uberlândia,DANÇA,Bacharelado,Integral,10,61.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,663.99,638.6192063068788
UFU,Pública Federal,MG,Sudeste,Uberlândia,ENGENHARIA DE COMPUTAÇÃO,Bacharelado,Integral,7,96.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,780.14,679.5938299263453
UFU,Pública Federal,MG,Sudeste,Uberlândia,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bacharelado,Integral,7,42.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,733.09,648.7318612901146
UFU,Pública Federal,MG,Sudeste,Uberlândia,ENGENHARIA ELETRÔNICA E DE TELECOMUNICAÇÕES,Bacharelado,Integral,7,38.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,712.65,645.1718619723247
UFU,Pública Federal,MG,Sudeste,Uberlândia,LETRAS - LÍNGUA PORTUGUESA COM DOMÍNIO DE LIBRAS,Licenciatura,Matutino,15,45.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,570.04,643.1175847560958
UFU,Pública Federal,MG,Sudeste,Uberlândia,ABI - ARTES VISUAIS,Área Básica de Ingresso (ABI),Noturno,20,204.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,666.36,645.7070542800169
UFU,Pública Federal,MG,Sudeste,Uberlândia,ABI - ARTES VISUAIS,Área Básica de Ingresso (ABI),Integral,20,144.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,681.45,645.7070542800169
UFU,Pública Federal,MG,Sudeste,Uberlândia,ABI - CIêNCIAS SOCIAIS,Área Básica de Ingresso (ABI),Matutino,20,96.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,657.16,644.0667325011487
UFU,Pública Federal,MG,Sudeste,Uberlândia,ABI - FILOSOFIA,Área Básica de Ingresso (ABI),Matutino,15,50.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,628.92,646.198013267111
UFU,Pública Federal,MG,Sudeste,Monte Carmelo,AGRONOMIA,Bacharelado,Integral,19,122.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,635.2,627.4408810256225
UFU,Pública Federal,MG,Sudeste,Monte Carmelo,SISTEMAS DE INFORMAÇÃO,Bacharelado,Integral,17,97.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,681.73,666.5640524812374
UFU,Pública Federal,MG,Sudeste,Monte Carmelo,ENGENHARIA DE AGRIMENSURA E CARTOGRÁFICA,Bacharelado,Integral,17,22.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,531.23,640.1183058647433
UFU,Pública Federal,MG,Sudeste,Monte Carmelo,GEOLOGIA,Bacharelado,Integral,20,50.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,578.25,636.8784059515617
UFU,Pública Federal,MG,Sudeste,Monte Carmelo,ENGENHARIA FLORESTAL,Bacharelado,Integral,19,52.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,568.95,620.9542669092568
UFU,Pública Federal,MG,Sudeste,Uberlândia,AGRONOMIA,Bacharelado,Integral,19,279.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,666.12,627.4408810256225
UFU,Pública Federal,MG,Sudeste,Uberlândia,MEDICINA VETERINÁRIA,Bacharelado,Integral,19,609.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,712.2,679.6810620232808
UFU,Pública Federal,MG,Sudeste,Uberlândia,ENGENHARIA MECÂNICA,Bacharelado,Integral,19,114.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,738.03,662.2312630182921
UFU,Pública Federal,MG,Sudeste,Uberlândia,ENGENHARIA MECATRÔNICA,Bacharelado,Integral,9,83.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,755.1,652.4109315173915
UFU,Pública Federal,MG,Sudeste,Uberlândia,ZOOTECNIA,Bacharelado,Integral,19,146.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,632.08,626.6004509727054
UFU,Pública Federal,MG,Sudeste,Uberlândia,ENGENHARIA AMBIENTAL E SANITÁRIA,Bacharelado,Integral,19,77.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,645.89,634.9552909674784
UFU,Pública Federal,MG,Sudeste,Uberlândia,ENGENHARIA AERONÁUTICA,Bacharelado,Integral,10,177.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,792.73,649.4205158184785
UFU,Pública Federal,MG,Sudeste,Patos de Minas,ENGENHARIA DE ALIMENTOS,Bacharelado,Integral,14,45.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,624.57,616.11698867847
UFU,Pública Federal,MG,Sudeste,Patos de Minas,ENGENHARIA ELETRÔNICA E DE TELECOMUNICAÇÕES,Bacharelado,Integral,14,36.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,607.33,645.1718619723247
UFU,Pública Federal,MG,Sudeste,Patos de Minas,BIOTECNOLOGIA,Bacharelado,Integral,15,67.0,5,4,713224.0,Capital Regional B,2B,2,585922.247313399,684039.86,658.27,655.2245260365839
UFPB,Pública Federal,PB,Nordeste,Mamanguape,CIÊNCIAS CONTÁBEIS,Bacharelado,Noturno,50,64.0,4,4,833932.0,Capital Regional A - Integrante de Arranjo Populacional,2A - Integrante de Arranjo Populacional,2,955298.85197177,1022980.02333333,580.82,645.2136391619567
UFPB,Pública Federal,PB,Nordeste,Mamanguape,SECRETARIADO EXECUTIVO - BILÍNGUE,Bacharelado,Noturno,50,51.0,4,4,833932.0,Capital Regional A - Integrante de Arranjo Populacional,2A - Integrante de Arranjo Populacional,2,955298.85197177,1022980.02333333,505.49,641.851898481586
UFPB,Pública Federal,PB,Nordeste,Mamanguape,PEDAGOGIA,Licenciatura,Noturno,25,34.0,4,4,833932.0,Capital Regional A - Integrante de Arranjo Populacional,2A - Integrante de Arranjo Populacional,2,955298.85197177,1022980.02333333,550.81,606.1804784005626
UFPB,Pública Federal,PB,Nordeste,Mamanguape,ADMINISTRAÇÃO,Bacharelado,Integral,40,55.0,4,4,833932.0,Capital Regional A - Integrante de Arranjo Populacional,2A - Integrante de Arranjo Populacional,2,955298.85197177,1022980.02333333,548.7,645.2301384306802
UFPB,Pública Federal,PB,Nordeste,Mamanguape,LETRAS - LÍNGUA PORTUGUESA,Licenciatura,Vespertino,25,16.0,4,4,833932.0,Capital Regional A - Integrante de Arranjo Populacional,2A - Integrante de Arranjo Populacional,2,955298.85197177,1022980.02333333,553.56,628.004090954236
IF Fluminense,Pública Federal,RJ,Sudeste,Campos dos Goytacazes,"ABI - CIÊNCIAS DA NATUREZA: CIÊNCIAS E BIOLOGIA, CIÊNCIAS E FÍSICA OU CIÊNCIAS E QUÍMICA",Área Básica de Ingresso (ABI),Noturno,12,112.0,5,3,483540.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,212182.134851693,463323.08,614.83,643.9958200502134
IF Fluminense,Pública Federal,RJ,Sudeste,Campos dos Goytacazes,GEOGRAFIA,Licenciatura,Noturno,10,55.0,5,3,483540.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,212182.134851693,463323.08,601.26,601.163648285659
IF Fluminense,Pública Federal,RJ,Sudeste,Campos dos Goytacazes,MATEMÁTICA,Licenciatura,Matutino,10,65.0,5,3,483540.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,212182.134851693,463323.08,592.37,604.4228834847912
IF Fluminense,Pública Federal,RJ,Sudeste,Campos dos Goytacazes,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bacharelado,Integral,7,56.0,5,3,483540.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,212182.134851693,463323.08,662.25,648.7318612901146
IF Fluminense,Pública Federal,RJ,Sudeste,Campos dos Goytacazes,SISTEMAS DE INFORMAÇÃO,Bacharelado,Noturno,7,103.0,5,3,483540.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,212182.134851693,463323.08,709.01,666.5640524812374
IF Fluminense,Pública Federal,RJ,Sudeste,Campos dos Goytacazes,LETRAS - PORTUGUÊS E LITERATURAS,Licenciatura,Noturno,10,70.0,5,3,483540.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,212182.134851693,463323.08,631.58,642.86647735694
IF Fluminense,Pública Federal,RJ,Sudeste,Campos dos Goytacazes,ENGENHARIA ELÉTRICA,Bacharelado,Integral,5,45.0,5,3,483540.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,212182.134851693,463323.08,656.55,656.1843529344504
IF Fluminense,Pública Federal,RJ,Sudeste,Campos dos Goytacazes,ENGENHARIA DE COMPUTAÇÃO,Bacharelado,Integral,5,91.0,5,3,483540.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,212182.134851693,463323.08,695.32,679.5938299263453
IF Fluminense,Pública Federal,RJ,Sudeste,Campos dos Goytacazes,EDUCAÇÃO FÍSICA,Licenciatura,Noturno,7,144.0,5,3,483540.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,212182.134851693,463323.08,628.32,639.3321121504057
IF Fluminense,Pública Federal,RJ,Sudeste,Campos dos Goytacazes,TEATRO,Licenciatura,Vespertino,7,60.0,5,3,483540.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,212182.134851693,463323.08,621.61,640.3770243008119
IF Fluminense,Pública Federal,RJ,Sudeste,Campos dos Goytacazes,ENGENHARIA MECÂNICA,Bacharelado,Integral,7,70.0,5,3,483540.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,212182.134851693,463323.08,630.49,662.2312630182921
IF Fluminense,Pública Federal,RJ,Sudeste,Campos dos Goytacazes,ARQUITETURA E URBANISMO,Bacharelado,Integral,2,177.0,5,3,483540.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,212182.134851693,463323.08,737.7,680.6231631191843
UFAC,Pública Federal,AC,Norte,Cruzeiro do Sul,PEDAGOGIA,Licenciatura,Vespertino,23,53.0,4,3,364756.0,Capital Regional C,2C,2,322615.40095593897,374182.206666667,623.06,606.1804784005626
UFAC,Pública Federal,AC,Norte,Cruzeiro do Sul,ENGENHARIA FLORESTAL,Bacharelado,Integral,23,35.0,4,3,364756.0,Capital Regional C,2C,2,322615.40095593897,374182.206666667,597.63,620.9542669092568
UFAC,Pública Federal,AC,Norte,Cruzeiro do Sul,CIÊNCIAS BIOLÓGICAS ,Bacharelado,Integral,23,33.0,4,3,364756.0,Capital Regional C,2C,2,322615.40095593897,374182.206666667,611.18,625.3084373191754
UFAC,Pública Federal,AC,Norte,Cruzeiro do Sul,ENFERMAGEM,Bacharelado,Integral,14,89.0,4,3,364756.0,Capital Regional C,2C,2,322615.40095593897,374182.206666667,708.5,686.4201121504061
UFAC,Pública Federal,AC,Norte,Cruzeiro do Sul,CIÊNCIAS BIOLÓGICAS ,Licenciatura,Noturno,23,37.0,4,3,364756.0,Capital Regional C,2C,2,322615.40095593897,374182.206666667,621.75,625.3084373191754
UFAC,Pública Federal,AC,Norte,Cruzeiro do Sul,LETRAS - ESPANHOL,Licenciatura,Vespertino,23,38.0,4,3,364756.0,Capital Regional C,2C,2,322615.40095593897,374182.206666667,576.98,626.6639836466788
UFAC,Pública Federal,AC,Norte,Cruzeiro do Sul,ENGENHARIA AGRONÔMICA,Bacharelado,Integral,23,37.0,4,3,364756.0,Capital Regional C,2C,2,322615.40095593897,374182.206666667,605.63,638.384357634145
UFAC,Pública Federal,AC,Norte,Cruzeiro do Sul,LETRAS - LÍNGUA PORTUGUESA,Licenciatura,Noturno,23,32.0,4,3,364756.0,Capital Regional C,2C,2,322615.40095593897,374182.206666667,635.36,628.004090954236
UFAC,Pública Federal,AC,Norte,Cruzeiro do Sul,LETRAS - INGLÊS,Licenciatura,Matutino,23,27.0,4,3,364756.0,Capital Regional C,2C,2,322615.40095593897,374182.206666667,602.76,635.1459873393643
UFAC,Pública Federal,AC,Norte,Cruzeiro do Sul,DIREITO,Bacharelado,Noturno,19,103.0,4,3,364756.0,Capital Regional C,2C,2,322615.40095593897,374182.206666667,740.11,708.4452260678966
IFPE,Pública Federal,PE,Nordeste,Pesqueira,MATEMÁTICA,Licenciatura,Noturno,16,54.0,4,3,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,566.54,604.4228834847912
IFPE,Pública Federal,PE,Nordeste,Pesqueira,FÍSICA,Licenciatura,Noturno,16,41.0,4,3,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,540.44,608.4023307273512
IFPE,Pública Federal,PE,Nordeste,Pesqueira,ENFERMAGEM,Bacharelado,Integral,16,227.0,4,3,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,661.74,686.4201121504061
IFPE,Pública Federal,PE,Nordeste,Pesqueira,ENGENHARIA ELÉTRICA,Bacharelado,Integral,16,66.0,4,3,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,599.66,656.1843529344504
IFPE,Pública Federal,PE,Nordeste,Recife,ENGENHARIA CIVIL,Bacharelado,Noturno,16,217.0,4,3,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,647.0,671.3643818432049
IFPE,Pública Federal,PE,Nordeste,Recife,ENGENHARIA MECÂNICA,Bacharelado,Integral,14,97.0,4,3,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,636.48,662.2312630182921
IF Fluminense,Pública Federal,RJ,Sudeste,Bom Jesus do Itabapoana,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,Bacharelado,Noturno,10,24.0,5,3,483540.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,212182.134851693,463323.08,558.96,628.5322803760147
IF Fluminense,Pública Federal,RJ,Sudeste,Campos dos Goytacazes,ENGENHARIA AMBIENTAL,Bacharelado,Integral,7,46.0,5,3,483540.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,212182.134851693,463323.08,643.77,637.3132539336692
IF Fluminense,Pública Federal,RJ,Sudeste,Campos dos Goytacazes,MÚSICA - EDUCAÇÃO MUSICAL,Licenciatura,Integral,8,34.0,5,3,483540.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,212182.134851693,463323.08,593.02,643.5681729913898
IF Fluminense,Pública Federal,RJ,Sudeste,Campos dos Goytacazes,ENFERMAGEM,Bacharelado,Integral,7,233.0,5,3,483540.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,212182.134851693,463323.08,665.01,686.4201121504061
IF Fluminense,Pública Federal,RJ,Sudeste,Macaé,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bacharelado,Integral,10,91.0,5,3,483540.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,212182.134851693,463323.08,663.05,648.7318612901146
IF Fluminense,Pública Federal,RJ,Sudeste,Macaé,ENGENHARIA ELÉTRICA,Bacharelado,Noturno,10,119.0,5,3,483540.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,212182.134851693,463323.08,658.79,656.1843529344504
IF Fluminense,Pública Federal,RJ,Sudeste,Macaé,HISTÓRIA,Licenciatura,Noturno,10,92.0,5,3,483540.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,212182.134851693,463323.08,649.85,633.8766325788527
IF Fluminense,Pública Federal,RJ,Sudeste,Cabo Frio,FÍSICA,Licenciatura,Integral,6,27.0,5,3,483540.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,212182.134851693,463323.08,611.06,608.4023307273512
IF Fluminense,Pública Federal,RJ,Sudeste,Cabo Frio,QUÍMICA,Licenciatura,Integral,6,44.0,5,3,483540.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,212182.134851693,463323.08,626.84,604.450563655826
IF Fluminense,Pública Federal,RJ,Sudeste,Cabo Frio,BIOLOGIA,Licenciatura,Integral,6,101.0,5,3,483540.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,212182.134851693,463323.08,667.92,649.8357552025949
IF Fluminense,Pública Federal,RJ,Sudeste,Cabo Frio,ENGENHARIA MECÂNICA,Bacharelado,Integral,10,68.0,5,3,483540.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,212182.134851693,463323.08,669.4,662.2312630182921
IF Fluminense,Pública Federal,RJ,Sudeste,Itaperuna,SISTEMAS DE INFORMAÇÃO,Bacharelado,Noturno,10,57.0,5,3,483540.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,212182.134851693,463323.08,631.72,666.5640524812374
IF Fluminense,Pública Federal,RJ,Sudeste,Itaperuna,QUÍMICA,Licenciatura,Noturno,10,30.0,5,3,483540.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,212182.134851693,463323.08,571.76,604.450563655826
IF Fluminense,Pública Federal,RJ,Sudeste,Itaperuna,ENGENHARIA MECÂNICA,Bacharelado,Integral,10,49.0,5,3,483540.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,212182.134851693,463323.08,614.76,662.2312630182921
IF Fluminense,Pública Federal,RJ,Sudeste,Santo Antônio de Pádua,ADMINISTRAÇÃO,Bacharelado,Noturno,10,62.0,5,3,483540.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,212182.134851693,463323.08,605.31,645.2301384306802
UNEMAT,Pública Estadual,MT,Centro_Oeste,Alta Floresta,CIÊNCIAS BIOLÓGICAS ,Licenciatura,Noturno,16,31.0,4,3,89681.0,Centro Sub-Regional B,3B,3,57309.8715604838,72509.9,469.43,625.3084373191754
UNEMAT,Pública Estadual,MT,Centro_Oeste,Alta Floresta,AGRONOMIA,Bacharelado,Integral,16,51.0,4,3,89681.0,Centro Sub-Regional B,3B,3,57309.8715604838,72509.9,566.71,627.4408810256225
UNEMAT,Pública Estadual,MT,Centro_Oeste,Alta Floresta,ENGENHARIA FLORESTAL,Bacharelado,Matutino,16,29.0,4,3,89681.0,Centro Sub-Regional B,3B,3,57309.8715604838,72509.9,504.31,620.9542669092568
UNEMAT,Pública Estadual,MT,Centro_Oeste,Alta Floresta,DIREITO,Bacharelado,Noturno,16,159.0,4,3,89681.0,Centro Sub-Regional B,3B,3,57309.8715604838,72509.9,681.55,708.4452260678966
